molregno,doc_id,canonical_smiles,compound_name,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,acd_most_bpka,acd_logp,acd_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,num_alerts,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,max_phase,therapeutic_flag,structure_type,molecule_type,first_approval,natural_product,availability_type,withdrawn_flag,rn
27251,100207,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,RIVASTIGMINE,250.34,2.6,3,0,32.78,5,N,0,8.62,2.06,0.85,BASE,250.34,1,18,0,0.81,250.1681,C14H22N2O2,4,0,0,4,1,MOL,Small molecule,2000,0,1,0,1
27610,100208,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,MIRTAZAPINE,265.35,3.09,3,0,19.37,0,N,0,8.1,0.89,0.28,NEUTRAL,265.35,2,20,0,0.73,265.1579,C17H19N3,3,0,0,4,1,MOL,Small molecule,1996,0,1,0,1
313314,100154,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,BUDESONIDE,430.53,2.2,6,2,93.06,4,N,0,,3.2,3.2,NEUTRAL,430.53,0,31,0,0.71,430.2355,C25H34O6,6,2,0,4,1,MOL,Small molecule,1994,1,2,0,1
353270,-1,OB1OCc2cc(F)ccc12,TAVABOROLE,,,,,,,,,,,,,151.93,,,,,,C7H6BFO2,,,,4,1,MOL,Small molecule,2014,0,1,0,1
36662,75454,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,CARVEDILOL,406.47,4.01,5,3,75.73,10,N,0,8.24,4.07,3.06,NEUTRAL,406.47,4,30,1,0.35,406.1893,C24H26N2O4,6,3,0,4,1,MOL,Small molecule,1995,0,1,0,1
37316,90849,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)Cc4ccccc4,,628.8,4.93,5,4,120,15,N,1,,5.42,5.42,NEUTRAL,628.8,3,46,0,0.19,628.3625,C37H48N4O5,9,4,0,4,1,MOL,Small molecule,2000,0,1,0,1
373970,-1,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,Tigecycline,585.65,-0.38,11,7,205.76,7,N,3,11.05,2.68,0,ZWITTERION,585.65,1,42,2,0.16,585.2799,C29H39N5O8,13,8,2,4,1,MOL,Small molecule,2005,1,1,0,1
390990,100207,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc3cnc[nH]3)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N7CCC[C@H]7C(=O)N8CCC[C@H]8C(=O)N9CCC[C@H]9C(=O)N[C@@H](CO)C(=O)N,EXENATIDE,4186.57,,,,,,,,,,,,4186.57,,,,,4184.0273,C184H282N50O60S,,,,4,1,BOTH,Protein,2005,0,1,0,1
393942,100207,NC1=C(F)C=NC(=O)N1,FLUCYTOSINE,129.09,-0.62,3,2,67.48,0,N,0,2.9,-1.4,-1.85,NEUTRAL,129.09,0,9,0,0.46,129.0338,C4H4FN3O,4,3,0,4,1,MOL,Small molecule,1971,1,1,0,1
40536,-1,[Na+].Nc1c(CC(=O)[O-])cccc1C(=O)c2ccc(Br)cc2,BROMFENAC SODIUM,334.16,2.9,4,2,80.39,4,N,0,,2.02,-1.04,ACID,356.15,2,20,2,0.67,333.0001,C15H11BrNO3.Na,4,3,0,4,1,MOL,Small molecule,1997,0,1,1,1
421317,100207,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O,TRANDOLAPRIL,430.54,0.76,6,2,95.94,10,N,0,5.44,4.9,1.33,ACID,430.54,1,31,1,0.53,430.2468,C24H34N2O5,7,2,0,4,1,MOL,Small molecule,1996,0,1,0,1
444077,-1,Cl.NCCc1ccc(O)c(O)c1,Dopamine Hydrochloride,153.18,0.77,3,3,66.48,2,N,0,10.11,0.05,-2.21,BASE,189.64,1,11,1,0.55,153.079,C8H12ClNO2,3,4,0,4,1,MOL,Small molecule,1974,0,1,0,1
453722,100208,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,PIPOBROMAN,356.05,0.65,2,0,40.62,4,N,0,,0.42,0.42,NEUTRAL,356.05,0,16,1,0.69,353.9579,C10H16Br2N2O2,4,0,0,4,1,MOL,Small molecule,1966,0,0,0,1
467361,64027,Nc1nc(Cl)nc2c1ncn2[C@H]3C[C@H](O)[C@@H](CO)O3,2-chlorodeoxyadenosine,285.69,-0.26,7,3,119.31,2,N,0,1.25,-0.98,-0.98,NEUTRAL,285.69,2,19,1,0.65,285.0629,C10H12ClN5O3,8,4,0,4,1,MOL,Small molecule,1993,1,1,0,1
480382,-1,Cl.NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,Gemcitabine Hydrochloride,263.2,-1.39,6,3,108.38,2,N,0,4.26,-2.22,-2.22,NEUTRAL,299.66,0,18,0,0.57,263.0718,C9H12ClF2N3O4,7,4,0,4,1,MOL,Small molecule,1996,1,1,0,1
505776,100208,Cl.CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL HYDROCHLORIDE,259.34,2.54,3,2,41.48,6,N,0,9.5,2.9,0.79,BASE,295.8,2,19,0,0.84,259.1572,C16H22ClNO2,3,2,0,4,1,MOL,Small molecule,1967,0,1,0,1
549372,-1,Cl.CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,Sertraline Hydrochloride,306.23,5,1,1,12.03,2,N,0,9.47,5.08,3.04,BASE,342.69,2,20,0,0.82,305.0738,C17H18Cl3N,1,1,0,4,1,MOL,Small molecule,1991,0,1,0,1
550857,-1,Cl.CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Pioglitazone Hydrochloride,356.44,3.91,5,1,93.58,7,N,0,5.53,3.5,2.45,ACID,392.9,2,25,0,0.81,356.1195,C19H21ClN2O3S,5,1,0,4,1,MOL,Small molecule,1999,0,1,0,1
554800,-1,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,Iopromide,791.11,-1.06,8,6,168.66,11,N,2,,-2.66,-2.66,NEUTRAL,791.11,1,32,1,0.16,790.8697,C18H24I3N3O8,11,6,2,4,0,MOL,Small molecule,1995,0,1,0,1
570147,92167,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,CLARITHROMYCIN,747.95,2.2,14,4,182.9,8,N,2,8.16,2.81,2.06,NEUTRAL,747.95,0,52,1,0.27,747.4769,C38H69NO13,14,4,1,4,1,MOL,Small molecule,1991,1,1,0,1
574519,-1,CNc1ccc(\C=C\c2ccc(OCCOCCOCC[18F])cc2)cc1,FLORBETABEN F-18,359.43,3.75,4,1,39.72,12,N,0,5.04,3.59,3.59,NEUTRAL,358.44,2,26,2,0.46,359.1897,C21H26FNO3,4,1,0,4,0,MOL,Small molecule,2014,0,1,0,1
63100,-1,Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12,Pomalidomide,273.24,-0.65,5,2,109.57,1,N,0,,-0.71,-0.71,NEUTRAL,273.24,1,20,2,0.52,273.075,C13H11N3O4,7,3,0,4,1,MOL,Small molecule,2013,0,1,0,1
65415,75455,N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,MELPHALAN,305.2,-0.11,4,2,66.56,8,N,0,9.54,0.54,-1.97,ZWITTERION,305.2,1,19,1,0.66,304.0745,C13H18Cl2N2O2,4,3,0,4,1,MOL,Small molecule,1964,0,1,0,1
674273,-1,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3.OC(=O)C(=O)O,Escitalopram Oxalate,324.39,3.72,3,0,36.26,5,N,0,9.57,3.48,1.35,BASE,414.43,2,24,0,0.84,324.1638,C22H23FN2O5,3,0,0,4,1,MOL,Small molecule,2002,0,1,0,1
674277,100208,Cl.COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C,NICARDIPINE HYDROCHLORIDE,479.52,3.49,8,1,113.69,11,N,0,7.3,4.89,4.64,NEUTRAL,515.99,2,35,3,0.3,479.2056,C26H30ClN3O6,9,1,0,4,1,MOL,Small molecule,1988,0,1,0,1
674325,100208,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,EXEMESTANE,296.4,3.61,2,0,34.14,0,N,0,,2.43,2.43,,296.4,0,22,0,0.68,296.1776,C20H24O2,2,0,0,4,1,MOL,Small molecule,1999,1,1,0,1
674405,-1,Cl.CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2C(=O)N=C(N)Nc12,Valganciclovir Hydrochloride,354.36,-1.19,9,4,167.08,9,N,0,7.73,-0.77,-1.28,NEUTRAL,390.82,1,25,1,0.4,354.1652,C14H23ClN6O5,11,6,2,4,1,MOL,Small molecule,2001,1,1,0,1
674467,-1,Cl.CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@@H]5CCC(=O)N5)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N,Gonadorelin Hydrochloride,1182.29,,,,,,,,,,,,1218.75,,,,,1181.573,C55H76ClN17O13,,,,4,1,BOTH,Protein,1982,0,0,0,1
674572,-1,CO\N=C\1/CN(CC1CN)c2nc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4.CS(=O)(=O)O,Gemifloxacin Mesylate,389.38,-1.83,9,2,121.35,5,N,0,9.15,1.77,-0.71,ZWITTERION,485.49,1,28,2,0.44,389.1499,C19H24FN5O7S,9,3,0,4,1,MOL,Small molecule,2003,0,1,0,1
674600,-1,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]3CC(=O)[C@H](CS[C@@H]4CN5CCC4CC5)CN3C(=O)[C@H](Cc6ccc(cc6)N(C)C)N(C)C(=O)[C@@H]7CCCN7C1=O)c8ccccc8,Quinupristin,1022.22,,,,,,,,,,,,1022.22,,,,,1021.4732,C53H67N9O10S,,,,4,1,MOL,Small molecule,1999,1,1,0,1
674650,-1,O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O,Doxycycline,444.43,-0.75,9,6,181.62,2,N,1,10.84,1.78,-1.1,ZWITTERION,462.45,1,32,1,0.32,444.1533,C22H26N2O9,10,7,1,4,1,MOL,Small molecule,1967,1,1,0,1
674901,-1,[Br-].C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(c3ccccc3)c4ccccc4,Clidinium Bromide,352.45,1.8,3,1,46.53,5,N,0,,-0.33,-0.33,NEUTRAL,432.35,2,26,2,0.66,352.1913,C22H26BrNO3,4,1,0,4,1,MOL,Small molecule,1982,0,1,0,1
674970,100208,[Na+].CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(=O)[O-])\c3csc(N)n3,CEFTIZOXIME SODIUM,383.4,-0.64,9,3,200.74,5,N,0,1.7,-0.65,-4.35,ACID,405.38,1,25,3,0.34,383.0358,C13H12N5NaO5S2,10,4,0,4,1,MOL,Small molecule,1983,1,0,0,1
675008,-1,[Na+].CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(=O)O)\C(=O)[O-],Cilastatin Sodium,358.45,-1.46,7,4,155.02,11,N,0,8.83,0.74,-2.79,ZWITTERION,380.43,0,24,2,0.26,358.1562,C16H25N2NaO5S,7,5,0,4,1,MOL,Small molecule,1985,0,1,0,1
675124,100207,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(=O)C)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)CCC(=O)C=C14,MEDRYSONE,344.49,2.94,3,1,54.37,1,N,0,,3.1,3.1,NEUTRAL,344.49,0,25,0,0.8,344.2351,C22H32O3,3,1,0,4,1,MOL,Small molecule,1969,1,0,0,1
675141,-1,Cl.Cl.OC(=O)COCCN1CCN(CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3,Levocetirizine Dihydrochloride,388.89,0.45,5,1,53.01,8,N,0,6.71,1.62,-1.45,ACID,461.81,2,27,1,0.67,388.1554,C21H27Cl3N2O3,5,1,0,4,1,MOL,Small molecule,2007,0,1,0,1
691867,-1,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)c4ccc(Cl)cc4)c1F,Vemurafenib,489.92,4.95,4,2,100.29,7,N,0,1.63,4.1,3.03,ACID,489.92,4,33,1,0.36,489.0725,C23H18ClF2N3O3S,6,2,0,4,1,MOL,Small molecule,2011,0,1,0,1
74911,100208,NC1=NC(=O)N(C=C1F)[C@@H]2CS[C@H](CO)O2,EMTRICITABINE,247.25,-0.68,6,2,113.45,2,N,0,2.4,-0.27,-0.27,NEUTRAL,247.25,0,16,0,0.67,247.0427,C8H10FN3O3S,6,3,0,4,1,MOL,Small molecule,2003,1,1,0,1
1285392,-1,COc1ccc(CNc2nc(ncc2C(=O)NCc3ncccn3)N4CCC[C@H]4CO)cc1Cl,Avanafil,483.95,2.17,9,3,125.39,9,N,0,5.89,1.84,1.83,NEUTRAL,483.95,3,34,0,0.42,483.1786,C23H26ClN7O3,10,3,0,4,1,MOL,Small molecule,2011,0,1,0,1
1339278,61872,NC(=N)c1ccc(\C=C\c2ccc(cc2O)C(=N)N)cc1.OCCS(=O)(=O)O.OCCS(=O)(=O)O,4-(4-carbamimidoylstyryl)-3-hydroxybenzimidamide bis(2-hydroxyethanesulfonate),280.32,1.69,3,5,119.96,4,N,0,12.77,1.3,-1.76,BASE,532.59,2,21,3,0.33,280.1324,C20H28N4O9S2,5,7,1,0,0,MOL,Small molecule,,-1,-1,0,1
1363818,100207,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5n[nH]cc5C[C@]4(C)[C@H]3CC[C@]12C,STANOZOLOL,328.49,3.99,2,2,48.91,0,N,0,3.84,5.41,5.41,NEUTRAL,328.49,1,24,0,0.76,328.2515,C21H32N2O,3,2,0,4,1,MOL,Small molecule,1962,1,0,0,1
139210,100207,COc1ccc2cc(CCC(=O)C)ccc2c1,NABUMETONE,228.29,2.94,2,0,26.3,4,N,0,,3.14,3.14,,228.29,2,17,0,0.8,228.115,C15H16O2,2,0,0,4,1,MOL,Small molecule,1991,0,1,0,1
15086,-1,NC(=O)N1c2ccccc2C=Cc3ccccc13,Carbamazepine,236.27,2.68,1,1,46.33,0,Y,0,,1.9,1.9,NEUTRAL,236.27,2,18,0,0.75,236.095,C15H12N2O,3,2,0,4,1,MOL,Small molecule,1968,0,1,0,1
1543312,-1,Cl.CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,Buprenorphine Hydrochloride,467.64,3.92,5,2,62.16,5,N,0,8.31,2.83,1.86,NEUTRAL,504.1,1,34,0,0.69,467.3036,C29H42ClNO4,5,2,0,4,1,MOL,Small molecule,1981,1,1,0,1
16959,59306,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,Lorazepam,321.16,3.51,3,2,61.69,1,N,0,0.17,2.38,2.38,NEUTRAL,321.16,2,21,0,0.85,320.0119,C15H10Cl2N2O2,4,2,0,4,1,MOL,Small molecule,1977,0,1,0,1
1926823,-1,CN1CC2C(C1)c3cc(Cl)ccc3Oc4ccccc24.OC(=O)\C=C/C(=O)O,Asenapine Maleate,285.77,3.88,2,0,12.47,0,N,0,9.5,2.81,0.74,BASE,401.84,2,20,0,0.73,285.092,C21H20ClNO5,2,0,0,4,1,MOL,Small molecule,2009,0,1,0,1
1927030,100207,O.[Br-].C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5,TIOTROPIUM BROMIDE,392.51,0.9,4,1,115.54,5,N,0,,-1.12,-1.12,NEUTRAL,490.43,2,26,2,0.6,392.099,C19H24BrNO5S2,5,1,0,4,1,MOL,Small molecule,2004,0,1,0,1
249414,84147,CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-],,317.22,2.25,4,1,95.22,3,N,0,,1.94,1.72,NEUTRAL,317.22,1,22,3,0.53,317.0623,C12H10F3N3O4,7,1,0,4,1,MOL,Small molecule,1996,0,1,0,1
26431,-1,CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,Etodolac,287.35,3.72,3,2,62.32,4,N,0,,3.42,0.44,ACID,287.35,2,21,0,0.9,287.1521,C17H21NO3,4,2,0,4,1,MOL,Small molecule,1991,0,1,0,1
29989,84147,Cc1cccc(Nc2ccccc2C(=O)O)c1C,,241.29,3.98,3,2,49.33,3,N,0,,4.83,1.88,ACID,241.29,2,18,0,0.85,241.1103,C15H15NO2,3,2,0,4,1,MOL,Small molecule,1967,0,1,0,1
341603,-1,CN(C(=O)C(C)(C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c2cnc(cc2c3ccccc3C)N4CCN(C)CC4,NETUPITANT,578.59,7.13,4,0,39.68,7,N,2,7.9,2.82,2.24,NEUTRAL,578.59,3,41,1,0.28,578.248,C30H32F6N4O,5,0,1,4,1,MOL,Small molecule,2014,0,1,0,1
365284,-1,Nc1nc(O)c2ncn(COC(CO)CO)c2n1,Ganciclovir,255.23,-1.16,8,4,139.54,5,N,0,9.82,-2.22,-4.72,ZWITTERION,255.23,2,18,0,0.52,255.0968,C9H13N5O4,9,5,0,4,1,MOL,Small molecule,1989,1,1,0,1
419601,75452,COc1ccc2[nH]c(nc2c1)[S+]([O-])Cc3ncc(C)c(OC)c3C,OMEPRAZOLE,345.42,2.9,5,1,96.31,5,N,0,4.72,2.36,2.35,NEUTRAL,345.42,3,24,0,0.77,345.1147,C17H19N3O3S,6,1,0,4,1,MOL,Small molecule,1989,0,2,0,1
44920,-1,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,Tadalafil,389.4,2.18,4,1,74.87,1,N,0,,2.71,2.71,NEUTRAL,389.4,3,29,0,0.69,389.1376,C22H19N3O4,7,1,0,4,1,MOL,Small molecule,2003,0,1,0,1
453832,100207,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N,POLYTHIAZIDE,439.88,1.76,6,2,151.63,5,N,0,,2.05,2.04,NEUTRAL,439.88,1,25,0,0.71,438.9709,C11H13ClF3N3O4S3,7,3,0,4,1,MOL,Small molecule,1961,0,0,0,1
48701,64122,NC1=NC(=O)N(C[C@@H](CO)OCP(=O)(O)O)C=C1,Cidofovir,279.19,-2.18,8,4,155.49,6,N,0,4.42,-1.47,-5.41,ACID,279.19,0,18,1,0.4,279.062,C8H14N3O6P,9,5,0,4,1,MOL,Small molecule,1996,1,1,0,1
545956,-1,Cl.CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,Bupropion Hydrochloride,239.74,3.12,2,1,29.1,4,N,0,7.16,2.32,2.13,NEUTRAL,276.2,1,16,1,0.82,239.1077,C13H19Cl2NO,2,1,0,4,1,MOL,Small molecule,1985,0,1,0,1
548124,-1,Cl.Clc1cccc(Cl)c1NC2=NCCN2,Clonidine Hydrochloride,230.09,2.35,3,2,36.42,2,Y,0,8.1,2.36,1.6,NEUTRAL,266.55,1,14,0,0.82,229.0174,C9H10Cl3N3,3,2,0,4,1,MOL,Small molecule,1974,0,1,0,1
551224,-1,Cl.CN(C)CC\C=C/1\c2ccccc2COc3ccc(CC(=O)O)cc13,Olopatadine Hydrochloride,337.41,0.54,4,1,49.77,5,N,0,9.19,2.96,0.46,ZWITTERION,373.87,2,25,0,0.87,337.1678,C21H24ClNO3,4,1,0,4,1,MOL,Small molecule,1996,0,1,0,1
56131,75455,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,TOLAZAMIDE,311.4,2.09,4,2,86.89,3,N,0,3.26,1.54,-0.3,ACID,311.4,1,21,0,0.9,311.1304,C14H21N3O3S,6,2,0,4,1,MOL,Small molecule,1966,0,1,0,1
5638,100207,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,DOFETILIDE,441.56,1.68,6,2,121.57,11,N,0,8.28,1.38,0.52,NEUTRAL,441.56,2,29,0,0.55,441.1392,C19H27N3O5S2,8,2,0,4,1,MOL,Small molecule,1999,0,1,0,1
602271,100207,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CRIZOTINIB,450.34,3.69,5,2,77.99,5,N,0,9.81,3.55,1.06,BASE,450.34,3,30,1,0.58,449.1185,C21H22Cl2FN5O,6,3,0,4,1,MOL,Small molecule,2011,0,1,0,1
611679,-1,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Metaxalone,221.25,2.47,3,1,47.56,3,Y,0,,1.18,1.18,NEUTRAL,221.25,1,16,0,0.85,221.1052,C12H15NO3,4,1,0,4,1,MOL,Small molecule,1962,0,1,0,1
674319,100207,OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c3ccccc3)cc1,BENTIROMIDE,404.42,3.1,5,4,115.73,7,N,0,,2.94,0.08,ACID,404.42,3,30,0,0.48,404.1372,C23H20N2O5,7,4,0,4,0,MOL,Small molecule,1983,0,0,0,1
674362,-1,Cl.CCCN(CCC)CCc1cccc2NC(=O)Cc12,Ropinirole Hydrochloride,260.37,2.96,2,1,32.34,7,N,0,9.45,2.49,0.49,BASE,296.84,1,19,0,0.82,260.1889,C16H25ClN2O,3,1,0,4,1,MOL,Small molecule,1997,0,1,0,1
674370,-1,Cl.CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12,Molindone Hydrochloride,276.37,2.14,3,1,45.33,3,Y,0,6.57,-1.32,-1.38,NEUTRAL,312.83,1,20,0,0.92,276.1838,C16H25ClN2O2,4,1,0,4,1,MOL,Small molecule,1974,0,1,0,1
674406,-1,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,Iohexol,821.14,-1.84,9,8,199.88,12,N,2,,-2.92,-2.92,NEUTRAL,821.14,1,34,1,0.11,820.8803,C19H26I3N3O9,12,8,2,4,0,MOL,Small molecule,1985,0,1,0,1
674443,-1,Cl.CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4,Nefazodone Hydrochloride,470.01,4.42,5,0,51.62,10,N,0,7.65,4.09,3.89,NEUTRAL,506.47,2,33,0,0.52,469.2245,C25H33Cl2N5O2,7,0,0,4,1,MOL,Small molecule,1994,0,1,0,1
674482,-1,Cl.CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O,Alfentanil Hydrochloride,416.52,2.25,6,0,81.05,9,N,0,7.82,2.16,1.81,NEUTRAL,452.98,1,30,0,0.61,416.2536,C21H33ClN6O3,9,0,0,4,1,MOL,Small molecule,1986,0,1,0,1
674512,92167,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4.CS(=O)(=O)O,DOXAZOSIN MESYLATE,451.48,2.49,9,1,112.27,4,N,0,6.52,2.85,2.79,NEUTRAL,547.58,3,33,0,0.64,451.1856,C24H29N5O8S,10,2,0,4,1,MOL,Small molecule,1990,0,1,0,1
674654,100208,Cl.CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3,CHLORDIAZEPOXIDE HYDROCHLORIDE,299.75,2.3,3,1,53.14,2,Y,0,2.38,2.49,2.49,NEUTRAL,336.22,2,21,2,0.68,299.0825,C16H15Cl2N3O,4,1,0,4,1,MOL,Small molecule,1960,0,1,0,1
674836,-1,Cl.Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C,Alosetron Hydrochloride,294.35,1.65,2,1,53.92,2,Y,0,7,1.89,1.75,NEUTRAL,330.81,3,22,0,0.78,294.1481,C17H19ClN4O,5,1,0,4,1,MOL,Small molecule,2000,0,1,0,1
674895,-1,[Na+].CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)[O-],Sulbactam Sodium,233.24,-0.67,5,1,100.13,1,N,0,,0.39,-3.33,ACID,255.22,0,15,1,0.61,233.0358,C8H10NNaO5S,6,1,0,4,1,MOL,Small molecule,1986,1,1,0,1
674954,-1,Br.CN1CCC[C@@H]1Cc2c[nH]c3ccc(CCS(=O)(=O)c4ccccc4)cc23,Eletriptan Hydrobromide,382.52,4.44,3,1,61.55,6,N,0,10.35,2.98,0.23,BASE,463.43,3,27,0,0.69,382.1715,C22H27BrN2O2S,4,1,0,4,1,MOL,Small molecule,2002,0,1,0,1
675066,-1,Cl.COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,Esmolol Hydrochloride,295.37,1.98,5,2,67.79,10,N,0,9.43,1.92,-0.18,BASE,331.83,1,21,1,0.65,295.1784,C16H26ClNO4,5,2,0,4,1,MOL,Small molecule,1986,0,1,1,1
675114,-1,CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2.OC(=O)CC(O)(CC(=O)O)C(=O)O,Sufentanil Citrate,386.55,3.23,3,0,61.02,8,N,0,7.89,3.95,3.56,NEUTRAL,578.67,2,27,0,0.7,386.2028,C28H38N2O9S,4,0,0,4,1,MOL,Small molecule,1984,0,1,0,1
