molregno,doc_id,company,country,dosage_form,route,trade_name,approval_date,ad_type,oral,topical,parenteral,rn
674467,-1,Pfizer,USA,INJECTABLE,INJECTION,FACTREL,1982-09-30,DISCN,0,0,1,1
674500,-1,Merck,USA,INJECTABLE,INJECTION,RAPLON,1999-08-18,DISCN,0,0,1,1
674506,100207,Bayer-Schering,Germany,INJECTABLE,INTRATHECAL,OSMOVIST 190,1989-12-07,DISCN,0,0,1,1
674607,100208,Pfizer,USA,SUSPENSION,OPHTHALMIC,NATACYN,1982-01-01,RX,0,1,0,1
674621,-1,Poli Group,Italy,INJECTABLE,INJECTION,SARENIN,1982-01-01,DISCN,0,0,1,1
674643,92148,DaiichiSankyo,Japan,TABLET,ORAL,BENICAR,2002-04-25,RX,1,0,0,1
674652,-1,GlaxoSmithKline,UK,CAPSULE,ORAL,DICLOXACILLIN SODIUM,1982-01-01,RX,1,0,0,1
674768,-1,Merck,USA,CONCENTRATE,ORAL,ORLAAM,1993-07-09,DISCN,1,0,0,1
674852,100208,Walter Reed Army Institute of Research,USA,TABLET,ORAL,HALFAN,1992-07-24,DISCN,1,0,0,1
674873,100207,Carter-Wallace,USA,TABLET,ORAL,DORMATE,1982-01-01,DISCN,1,0,0,1
674904,100207,Taisho Seiyaku,Japan,CREAM,TOPICAL,PANDEL,1997-02-28,RX,0,1,0,1
674938,-1,GlaxoSmithKline,UK,TABLET,ORAL,TEVETEN HCT,2001-11-01,DISCN,1,0,0,1
674953,-1,Otsuka,Japan,SOLUTION/DROPS,OPHTHALMIC,CARTEOLOL HYDROCHLORIDE,2002-02-06,DISCN,0,1,0,1
675008,-1,Merck,USA,INJECTABLE,INJECTION,PRIMAXIN,1987-01-08,DISCN,0,0,1,1
675015,-1,Pfizer,USA,SUSPENSION/DROPS,OPHTHALMIC,FLAREX,1986-02-11,RX,0,1,0,1
675060,-1,Asta Medica,Germany,SOLUTION/DROPS,OTIC,TRIDESILON,1982-01-01,DISCN,0,1,0,1
675099,100207,Merck,USA,TABLET,ORAL,BETAPAR,1982-01-01,DISCN,1,0,0,1
675106,100208,Pfizer,USA,CAPSULE,ORAL,LOXAPINE SUCCINATE,2005-08-04,RX,1,0,0,1
675414,-1,Targacept,USA,INJECTABLE,INJECTION,A-N STANNOUS AGGREGATED ALBUMIN,1982-01-01,DISCN,0,0,1,1
675519,-1,ISIS Pharmaceuticals,USA,INJECTABLE,INJECTION,VITRAVENE PRESERVATIVE FREE,1998-08-26,DISCN,0,0,1,1
675554,100207,Remedy Pharmaceuticals,USA,INJECTABLE,INJECTION,TRASYLOL,1993-12-29,DISCN,0,0,1,1
675589,-1,SanofiAventis,France,INJECTABLE,SUBCUTANEOUS,APIDRA SOLOSTAR,2009-02-24,RX,0,0,1,1
675679,-1,Pfizer,USA,"TABLET, EXTENDED RELEASE",ORAL,DESVENLAFAXINE SUCCINATE,2016-07-29,RX,1,0,0,1
675726,-1,Suntory,Japan,TABLET,ORAL,KUVAN,2007-12-13,RX,1,0,0,1
68396,35069,Roche,Switzerland,"TABLET, DELAYED RELEASE",ORAL,MYCOPHENOLIC ACID,2012-08-21,RX,1,0,0,1
73547,9274,Pfizer,USA,TABLET,ORAL,CYKLOKAPRON,1986-12-30,DISCN,1,0,0,1
74284,77450,GlaxoSmithKline,UK,TABLET,ORAL,FAMCICLOVIR,2011-07-22,RX,1,0,0,1
78303,91903,Merck,USA,"TABLET, CHEWABLE",ORAL,FAMOTIDINE,2003-08-22,OTC,1,0,0,1
83838,-1,Novartis,Switzerland,INJECTABLE,IV (INFUSION),ZOLEDRONIC ACID,2016-11-28,RX,0,0,1,1
8543,53172,Novartis,Switzerland,TABLET,ORAL,PINDOLOL,1992-09-24,DISCN,1,0,0,1
11968,60488,Monsanto,USA,CAPSULE,ORAL,FELDENE,1982-04-06,RX,1,0,0,1
13474,45357,Bristol-Myers Squibb,USA,SOLUTION,TOPICAL,SOLAGE,1999-12-10,DISCN,0,1,0,1
1369645,100207,Targacept,USA,INJECTABLE,INJECTION,CARDIOLITE,1990-12-21,RX,0,0,1,1
1376010,-1,Bayer-Schering,Germany,SOLUTION,INTRAVENOUS,EOVIST,2008-07-03,RX,0,0,1,1
1376147,100207,Kaken,Japan,SOLUTION,TOPICAL,JUBLIA,2014-06-06,RX,0,1,0,1
1377952,-1,Abbott Laboratories,USA,TABLET,ORAL,SAVAYSA,2015-01-08,RX,1,0,0,1
139014,100207,Novartis,Switzerland,"TABLET, EXTENDED RELEASE",ORAL,OXTELLAR XR,2012-10-19,RX,1,0,0,1
13949,100207,SanofiAventis,France,TABLET,ORAL,FANAPT,2009-05-06,RX,1,0,0,1
14125,13201,Pfizer,USA,"INSERT, EXTENDED RELEASE",VAGINAL,CERVIDIL,1995-03-30,RX,0,1,0,1
1503092,-1,Bristol-Myers Squibb,USA,TABLET,ORAL,DAKLINZA,2015-07-24,RX,1,0,0,1
1540509,-1,Gilead Sciences,USA,TABLET,ORAL,GENVOYA,2015-11-05,RX,1,0,0,1
16415,9890,Pfizer,USA,CAPSULE,ORAL,ATROMID-S,1982-01-01,DISCN,1,0,0,1
1672484,-1,Takeda,Japan,INJECTABLE,INJECTION,CEFMAX,1987-12-30,DISCN,0,0,1,1
180329,59306,Ambit Biosciences,USA,TABLET,ORAL,TORSEMIDE,2005-05-31,RX,1,0,0,1
1926911,-1,Gilead Sciences,USA,TABLET,ORAL,EPCLUSA,2016-06-28,RX,1,0,0,1
1927101,57565,Remedy Pharmaceuticals,USA,INJECTABLE,INJECTION,DOCEFREZ,2011-05-03,RX,0,0,1,1
213505,-1,Antigenics,USA,TABLET,ORAL,VIRACEPT,1997-03-14,RX,1,0,0,1
2247,99871,Roche,Switzerland,TABLET,ORAL,GANTANOL-DS,1982-01-01,DISCN,1,0,0,1
226880,100208,GlaxoSmithKline,UK,CAPSULE,ORAL,SEMPREX-D,1994-03-25,RX,1,0,0,1
230691,100208,Bayer-Schering,Germany,"AEROSOL, FOAM",TOPICAL,FINACEA,2015-07-29,RX,0,1,0,1
241,57924,Bayer-Schering,Germany,SUSPENSION/DROPS,OTIC,CIPRODEX,2003-07-18,RX,0,1,0,1
27029,2023,Biogglan Labs,UK,"TABLET, EXTENDED RELEASE",ORAL,PENTOXIFYLLINE,1999-06-09,RX,1,0,0,1
27251,57845,Novartis,Switzerland,"FILM, EXTENDED RELEASE",TRANSDERMAL,EXELON,2007-07-06,RX,0,1,0,1
27308,35383,Pfizer,USA,TABLET,ORAL,VFEND,2002-05-24,RX,1,0,0,1
27419,70130,Pfizer,USA,TABLET,ORAL,HALCION,1982-11-15,DISCN,1,0,0,1
2994,44435,Pfizer,USA,CAPSULE,ORAL,LOPID,1982-01-01,DISCN,1,0,0,1
31811,60730,Pfizer,USA,CAPSULE,ORAL,ETHOSUXIMIDE,2008-05-28,RX,1,0,0,1
334337,53032,Merck,USA,"TABLET, DELAYED RELEASE",ORAL,NOXAFIL,2013-11-25,RX,1,0,0,1
340684,82297,Gilead Sciences,USA,TABLET,ORAL,VITEKTA,2014-09-24,RX,1,0,0,1
365284,58485,GlaxoSmithKline,UK,GEL,OPHTHALMIC,ZIRGAN,2009-09-15,RX,0,1,0,1
38727,91907,GlaxoSmithKline,UK,"TABLET, CHEWABLE",ORAL,LAMICTAL CD,2000-09-08,RX,1,0,0,1
390990,100207,Ambit Biosciences,USA,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,BYDUREON PEN,2014-02-28,RX,0,0,1,1
421332,70130,Pfizer,USA,CAPSULE,ORAL,SONATA,1999-08-13,RX,1,0,0,1
428747,100208,Merck,USA,RING,VAGINAL,NUVARING,2001-10-03,RX,0,1,0,1
431141,63068,GlaxoSmithKline,UK,TABLET,ORAL,AZASAN,2003-02-03,RX,1,0,0,1
435188,58417,Topotarget,Denmark,POWDER,IV (INFUSION),BELEODAQ,2014-07-03,RX,0,0,1,1
442943,75466,Genomics Research Institute Novartis Foundation,USA,INJECTABLE,INJECTION,COSMEGEN,1982-01-01,RX,0,0,1,1
51042,59327,Pfizer,USA,SOLUTION,TOPICAL,MINOXIDIL (FOR MEN),1996-04-05,OTC,0,1,0,1
545956,-1,GlaxoSmithKline,UK,"TABLET, EXTENDED RELEASE",ORAL,WELLBUTRIN SR,1996-10-04,DISCN,1,0,0,1
562404,-1,Almirall,Spain,"POWDER, METERED",INHALATION,TUDORZA PRESSAIR,2012-07-23,RX,0,1,0,1
57175,70760,Astex Therapeutics,UK,TABLET,ORAL,PENETREX,1991-12-31,DISCN,1,0,0,1
598447,47212,Roche,Switzerland,TABLET,ORAL,CAPECITABINE,2015-04-23,RX,1,0,0,1
61682,74156,GlaxoSmithKline,UK,INJECTABLE,INJECTION,CEFTAZIDIME,1985-11-20,RX,0,0,1,1
631502,-1,GlaxoSmithKline,UK,POWDER,INHALATION,ADVAIR DISKUS 100/50,2000-08-24,RX,0,1,0,1
65494,41315,Roche,Switzerland,TABLET,ORAL,HIVID,1992-06-19,DISCN,1,0,0,1
674307,-1,Pfizer,USA,TABLET,ORAL,CYCLACILLIN,1988-08-04,DISCN,1,0,0,1
674336,-1,Novartis,Switzerland,INJECTABLE,INJECTION,GENESA,1997-09-12,DISCN,0,0,1,1
674370,-1,Essential Nutrition,UK,TABLET,ORAL,MOLINDONE HYDROCHLORIDE,2015-03-20,RX,1,0,0,1
674454,-1,Cubist,USA,CAPSULE,ORAL,BROMOCRIPTINE MESYLATE,1998-12-10,DISCN,1,0,0,1
674539,-1,Pfizer,USA,CAPSULE,ORAL,CLEOCIN,1982-01-01,DISCN,1,0,0,1
674580,56112,Merck,USA,INJECTABLE,INJECTION,VECURONIUM BROMIDE,2001-09-11,DISCN,0,0,1,1
674617,17789,Medicure,Canada,"AEROSOL, FOAM",TOPICAL,SORILUX,2010-10-06,RX,0,1,0,1
674632,-1,Merck,USA,"TABLET, CHEWABLE",ORAL,MONTELUKAST SODIUM,2015-07-31,RX,1,0,0,1
674673,100207,Gedeon Richter,Hungary,INJECTABLE,INJECTION,ARDUAN,1990-06-26,DISCN,0,0,1,1
674732,-1,Lundbeck,Denmark,"TABLET, ORALLY DISINTEGRATING",ORAL,CITALOPRAM HYDROBROMIDE,2005-12-20,DISCN,1,0,0,1
674777,-1,Monsanto,USA,CAPSULE,ORAL,LITHIUM CARBONATE,2004-06-29,DISCN,1,0,0,1
674881,-1,Elorac,USA,"CAPSULE, DELAYED RELEASE",ORAL,ACIPHEX SPRINKLE,2013-03-26,RX,1,0,0,1
674895,-1,Monsanto,USA,INJECTABLE,INJECTION,AMPICILLIN AND SULBACTAM,2009-12-22,RX,0,0,1,1
674937,-1,3M Pharmaceuticals,USA,INJECTABLE,INJECTION,HALDOL,1986-01-14,RX,0,0,1,1
674967,100208,DaiichiSankyo,Japan,TABLET,ORAL,BANAN,1992-08-07,DISCN,1,0,0,1
674973,-1,Nycomed Amersham,UK,TABLET,ORAL,AZO GANTRISIN,1990-08-31,DISCN,1,0,0,1
674983,-1,Merck,USA,"TABLET, ORALLY DISINTEGRATING",ORAL,RIZATRIPTAN BENZOATE,2013-07-01,RX,1,0,0,1
675044,-1,Poli Group,Italy,CREAM,TOPICAL,METVIXIA,2004-07-27,DISCN,0,1,0,1
675141,-1,UCB,Belgium,TABLET,ORAL,LEVOCETIRIZINE DIHYDROCHLORIDE,2015-02-13,RX,1,0,0,1
675454,100207,Remedy Pharmaceuticals,USA,INJECTABLE,SUBCUTANEOUS,ENOXAPARIN SODIUM (PRESERVATIVE FREE),2011-09-19,RX,0,0,1,1
675467,100208,Leo Pharma,Denmark,INJECTABLE,INJECTION,ESTRADURIN,1982-01-01,DISCN,0,0,1,1
675516,75466,Carter-Wallace,USA,INJECTABLE,INJECTION,COLISTIMETHATE SODIUM,2012-09-28,RX,0,0,1,1
675705,-1,Novartis,Switzerland,TABLET,ORAL,BANZEL,2008-11-14,RX,1,0,0,1
691867,90691,Plexxicon,USA,TABLET,ORAL,ZELBORAF,2011-08-17,RX,1,0,0,1
74911,4010,GlaxoSmithKline,UK,TABLET,ORAL,TRUVADA,2016-03-10,RX,1,0,0,1
80209,100207,Nelson Res. & Dev.,USA,TABLET,ORAL,TARACTAN,1982-01-01,DISCN,1,0,0,1
8062,58440,Bristol-Myers Squibb,USA,INJECTABLE,INJECTION,PACITAXEL,2016-08-23,RX,0,0,1,1
88100,83767,Ohmeda Pharm. Prods.,USA,CAPSULE,ORAL,NORVIR,1996-03-01,DISCN,1,0,0,1
991212,-1,AstraZeneca,UK,"CAPSULE, DELAYED RELEASE",ORAL,OMEPRAZOLE MAGNESIUM,2009-06-05,OTC,1,0,0,1
1051125,100208,Poli Group,Italy,CREAM,TOPICAL,ZONALON,1994-04-01,RX,0,1,0,1
111390,5701,AstraZeneca,UK,TABLET,ORAL,ONFI,2011-10-21,RX,1,0,0,1
11819,59306,AstraZeneca,UK,INJECTABLE,INJECTION,DIPRIVAN,1989-10-02,DISCN,0,0,1,1
1376072,-1,Bristol-Myers Squibb,USA,"TABLET, EXTENDED RELEASE",ORAL,XIGDUO XR,2014-10-29,RX,1,0,0,1
1376138,-1,Exelixis,USA,CAPSULE,ORAL,COMETRIQ,2012-11-29,RX,1,0,0,1
1376661,100207,Novo-Nordisk,Denmark,INJECTABLE,SUBCUTANEOUS,LEVEMIR FLEXPEN,2005-06-16,DISCN,0,0,1,1
1377939,-1,Trius,USA,TABLET,ORAL,SIVEXTRO,2014-06-20,RX,1,0,0,1
138562,63068,Merck,USA,"TABLET, EXTENDED RELEASE",ORAL,SIMCOR,2008-02-15,RX,1,0,0,1
16506,37947,Pfizer,USA,CAPSULE,ORAL,OXAZEPAM,1987-08-10,DISCN,1,0,0,1
16591,16336,Remedy Pharmaceuticals,USA,CAPSULE,ORAL,KETOPROFEN,1992-12-22,DISCN,1,0,0,1
170395,-1,Bristol-Myers Squibb,USA,"TABLET, EXTENDED RELEASE",ORAL,OXYBUTYNIN CHLORIDE,2016-02-29,RX,1,0,0,1
1825632,97712,Abbott Laboratories,USA,TABLET,ORAL,TECHNIVIE,2015-07-24,RX,1,0,0,1
18694,61020,Scotia Pharmaceuticals,UK,CAPSULE,ORAL,CELEBREX,2006-12-15,RX,1,0,0,1
188815,15918,Mitsubishi Kasei,Japan,INJECTABLE,IV (INFUSION),ARGATROBAN IN SODIUM CHLORIDE,2011-06-29,RX,0,0,1,1
230444,-1,Novartis,Switzerland,INJECTABLE,INJECTION,DEFEROXAMINE MESYLATE,2009-09-15,RX,0,0,1,1
25047,57453,Asta Medica,Germany,CAPSULE,ORAL,IMPAVIDO,2014-03-19,RX,1,0,0,1
250908,44393,3M Pharmaceuticals,USA,CREAM,TOPICAL,ALDARA,1997-02-27,RX,0,1,0,1
259959,59306,3M Pharmaceuticals,USA,CREAM,VAGINAL,TERCONAZOLE,2005-02-18,RX,0,1,0,1
271725,16354,Pfizer,USA,INJECTABLE,INJECTION,PEPTAVLON,1982-01-01,DISCN,0,0,1,1
27648,49149,Pfizer,USA,"TABLET, EXTENDED RELEASE",ORAL,ALPRAZOLAM,2007-02-13,RX,1,0,0,1
293438,91308,Roche,Switzerland,CAPSULE,ORAL,ALLI,2007-02-07,OTC,1,0,0,1
304798,14003,AstraZeneca,UK,INJECTABLE,INTRAMUSCULAR,FASLODEX,2002-04-25,RX,0,0,1,1
319858,-1,Phase 2 Discovery,USA,CAPSULE,ORAL,IBRANCE,2015-02-03,RX,1,0,0,1
338934,-1,Pfizer,USA,TABLET,ORAL,ALINIA,2004-07-21,RX,1,0,0,1
365189,65718,Novartis,Switzerland,TABLET,ORAL,RIFATER,1994-05-31,RX,1,0,0,1
3859,72872,3M Pharmaceuticals,USA,TABLET,ORAL,HALOPERIDOL,1986-06-10,RX,1,0,0,1
395607,47572,GlaxoSmithKline,UK,TABLET,ORAL,ALLOPURINOL,2013-05-06,RX,1,0,0,1
452635,100208,DuPont,USA,CAPSULE,ORAL,AMANTADINE HYDROCHLORIDE,2006-02-23,DISCN,1,0,0,1
467361,64027,Johnson & Johnson,USA,INJECTABLE,INJECTION,CLADRIBINE,2004-04-22,RX,0,0,1,1
470800,-1,Merck,USA,TABLET,ORAL,DUTREBIS,2015-02-06,DISCN,1,0,0,1
480382,-1,Eli Lilly,USA,INJECTABLE,INJECTION,GEMCITABINE HYDROCHLORIDE,2011-07-25,RX,0,0,1,1
504310,-1,Cubist,USA,TABLET,ORAL,LYSODREN,1982-01-01,RX,1,0,0,1
549372,-1,Monsanto,USA,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,2014-11-07,RX,1,0,0,1
549674,75287,DuPont,USA,TABLET,ORAL,RIMANTADINE HYDROCHLORIDE,2002-08-30,RX,1,0,0,1
563318,-1,Alfa Wassermann,Italy,CAPSULE,ORAL,CRIXIVAN,2000-04-19,DISCN,1,0,0,1
604618,-1,Pfizer,USA,TABLET,ORAL,MAOLATE,1982-01-01,DISCN,1,0,0,1
611679,-1,Pfizer,USA,TABLET,ORAL,METAXALONE,2015-02-27,RX,1,0,0,1
62701,75452,GlaxoSmithKline,UK,TABLET,ORAL,AVANDAMET,2003-08-25,DISCN,1,0,0,1
630322,89488,Merck,USA,TABLET,ORAL,BELSOMRA,2014-08-13,RX,1,0,0,1
631810,-1,GlaxoSmithKline,UK,POWDER,INHALATION,BREO ELLIPTA,2013-05-10,RX,0,1,0,1
63252,34758,Roche,Switzerland,CAPSULE,ORAL,CALCITRIOL,2013-05-24,RX,1,0,0,1
666,2477,Pfizer,USA,TABLET,ORAL,PRELAY,1997-01-29,DISCN,1,0,0,1
674348,-1,Kaken,Japan,CREAM,TOPICAL,LOTRIMIN ULTRA,2001-12-07,OTC,0,1,0,1
674433,-1,Monsanto,USA,INJECTABLE,INJECTION,CEFOBID IN PLASTIC CONTAINER,1987-07-31,DISCN,0,0,1,1
674472,-1,Almirall,Spain,TABLET,ORAL,ALMOTRIPTAN MALATE,2016-03-03,RX,1,0,0,1
674540,-1,Novartis,Switzerland,INJECTABLE,INJECTION,CERADON,1988-12-30,DISCN,0,0,1,1
674754,-1,Astellas,Japan,TABLET,ORAL,SOLIFENACIN SUCCINATE,2014-04-02,RX,1,0,0,1
674771,-1,Pfizer,USA,INJECTABLE,INJECTION,ZOSYN IN PLASTIC CONTAINER,1998-02-24,RX,0,0,1,1
674806,-1,GlaxoSmithKline,UK,INJECTABLE,INJECTION,TICAR,1982-01-01,DISCN,0,0,1,1
674810,-1,Poli Group,Italy,INJECTABLE,INJECTION,ISOSULFAN BLUE,2016-02-02,RX,0,0,1,1
674858,100207,SanofiAventis,France,CAPSULE,ORAL,MODRASTANE,1984-12-31,DISCN,1,0,0,1
674865,-1,Eli Lilly,USA,CAPSULE,ORAL,TAMSULOSIN HYDROCHLORIDE,2013-01-04,RX,1,0,0,1
674920,100207,GlobeImmune,USA,CAPSULE,ORAL,AVODART,2001-11-20,RX,1,0,0,1
674926,-1,Bayer-Schering,Germany,CREAM,TOPICAL,CLODERM,1982-01-01,RX,0,1,0,1
674964,100208,Pfizer,USA,CAPSULE,ORAL,DIPENTUM,1990-07-31,RX,1,0,0,1
674970,100208,Astellas,Japan,INJECTABLE,INJECTION,CEFIZOX IN DEXTROSE 5% IN PLASTIC CONTAINER,1984-10-03,DISCN,0,0,1,1
674971,92167,Scotia Pharmaceuticals,UK,"CAPSULE, EXTENDED RELEASE",ORAL,NORPACE CR,1982-07-20,RX,1,0,0,1
674988,-1,SanofiAventis,France,CREAM,TOPICAL,VANIQA,2000-07-27,RX,0,1,0,1
675000,100208,3M Pharmaceuticals,USA,CREAM,TOPICAL,ECONAZOLE NITRATE,2002-11-26,RX,0,1,0,1
675049,-1,Astellas,Japan,INJECTABLE,INJECTION,CEFOTAN IN PLASTIC CONTAINER,1993-07-30,DISCN,0,0,1,1
675066,-1,DuPont,USA,INJECTABLE,INJECTION,BREVIBLOC,1988-08-15,DISCN,0,0,1,1
675114,-1,3M Pharmaceuticals,USA,INJECTABLE,INJECTION,SUFENTA PRESERVATIVE FREE,1984-05-04,RX,0,0,1,1
675591,100208,Cubist,USA,INJECTABLE,INJECTION,GENOTROPIN PRESERVATIVE FREE,1998-01-27,RX,0,0,1,1
675684,-1,GlaxoSmithKline,UK,TABLET,ORAL,VOTRIENT,2009-10-19,RX,1,0,0,1
675812,100207,Amgen,USA,"CAPSULE, DELAYED RELEASE",ORAL,DEXILANT,2009-01-30,RX,1,0,0,1
73548,-1,SRI International,USA,TABLET,ORAL,DIULO,1982-01-01,DISCN,1,0,0,1
82047,100208,AstraZeneca,UK,SOLUTION/DROPS,OPHTHALMIC,ALOCRIL,1999-12-08,RX,0,1,0,1
98346,4524,Genomics Research Institute Novartis Foundation,USA,TAMPON,VAGINAL,GENAPAX,1982-01-01,DISCN,0,1,0,1
1051353,-1,XenoPort,USA,"TABLET, EXTENDED RELEASE",ORAL,HORIZANT,2011-12-13,RX,1,0,0,1
1073669,-1,Elorac,USA,SOLUTION,INTRAVENOUS,HALAVEN,2010-11-15,RX,0,0,1,1
109797,-1,DuPont,USA,TABLET,ORAL,LOSARTAN POTASSIUM,2010-10-06,RX,1,0,0,1
111491,-1,GlaxoSmithKline,UK,"TABLET, EXTENDED RELEASE",ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,2010-04-21,RX,1,0,0,1
113138,66697,Tanabe Seiyaku,Japan,TABLET,ORAL,INTELENCE,2012-03-26,RX,1,0,0,1
119640,75454,Mead Johnson,USA,INJECTABLE,INTRAVENOUS,IFOSFAMIDE/MESNA KIT,2002-02-26,RX,0,0,1,1
1369607,-1,Arena,USA,TABLET,ORAL,BELVIQ,2012-06-27,RX,1,0,0,1
1376005,-1,Asta Medica,Germany,INJECTABLE,INJECTION,CETROTIDE,2000-08-11,DISCN,0,0,1,1
1376140,-1,Vertex,USA,TABLET,ORAL,ORKAMBI,2016-09-28,RX,1,0,0,1
1377665,-1,Orion Pharma,Finland,TABLET,ORAL,OSPHENA,2013-02-26,RX,1,0,0,1
139210,100207,GlaxoSmithKline,UK,TABLET,ORAL,NABUMETONE,2011-12-30,RX,1,0,0,1
139225,59306,Pfizer,USA,TABLET,ORAL,DAYPRO,1992-10-29,RX,1,0,0,1
139286,84147,Monsanto,USA,"TABLET, EXTENDED RELEASE",ORAL,GLIPIZIDE,2013-09-20,RX,1,0,0,1
150549,100207,Takeda,Japan,PASTE,DENTAL,APHTHASOL,1996-12-17,DISCN,0,1,0,1
1592405,-1,Merck,USA,CREAM,TOPICAL,GENTAFAIR,1983-09-01,DISCN,0,1,0,1
1673803,-1,Pfizer,USA,"AEROSOL, FOAM",TOPICAL,CLINDAMYCIN PHOSPHATE,2010-03-31,RX,0,1,0,1
1674197,100207,Bristol-Myers Squibb,USA,TABLET,ORAL,CEFPROZIL,2008-03-26,RX,1,0,0,1
16959,13763,Pfizer,USA,TABLET,ORAL,LORAZ,1985-08-09,DISCN,1,0,0,1
171587,38027,SanofiAventis,France,TABLET,ORAL,KETEK,2005-02-09,DISCN,1,0,0,1
175106,5273,Merck,USA,TABLET,ORAL,EZETIMIBE,2015-06-26,RX,1,0,0,1
210388,57892,Bayer-Schering,Germany,"TABLET, EXTENDED RELEASE",ORAL,CIPROFLOXACIN EXTENDED RELEASE,2007-10-31,RX,1,0,0,1
246,30710,Merck,USA,SOLUTION/DROPS,OPHTHALMIC,CHIBROXIN,1991-06-17,DISCN,0,1,0,1
2465,59306,Roche,Switzerland,"TABLET, ORALLY DISINTEGRATING",ORAL,CLONAZEPAM,2005-08-10,RX,1,0,0,1
252155,98616,UCB,Belgium,"TABLET, EXTENDED RELEASE",ORAL,LEVETIRACETAM,2015-02-25,RX,1,0,0,1
29989,84147,Pfizer,USA,CAPSULE,ORAL,MEFENAMIC ACID,2011-07-22,RX,1,0,0,1
313314,13725,3M Pharmaceuticals,USA,CAPSULE,ORAL,BUDESONIDE,2016-11-23,RX,1,0,0,1
397074,48355,Menarini,Italy,CAPSULE,ORAL,MYCOBUTIN,1992-12-23,RX,1,0,0,1
405365,76425,AstraZeneca,UK,"TABLET, EXTENDED RELEASE",ORAL,FELODIPINE,2013-01-17,RX,1,0,0,1
418344,83525,Pfizer,USA,CAPSULE,ORAL,URACIL MUSTARD,1982-01-01,DISCN,1,0,0,1
421317,56126,SanofiAventis,France,"TABLET, EXTENDED RELEASE",ORAL,TARKA,1996-10-22,RX,1,0,0,1
445681,50340,Bayer-Schering,Germany,TABLET,ORAL,GLYSET,1996-12-18,RX,1,0,0,1
458773,100207,Celgene,USA,TABLET,ORAL,OTEZLA,2014-03-21,RX,1,0,0,1
479129,100208,Novartis,Switzerland,SOLUTION/DROPS,OPHTHALMIC,ALAWAY,2006-12-01,OTC,0,1,0,1
508604,-1,Pfizer,USA,CAPSULE,ORAL,COGNEX,1993-09-09,DISCN,1,0,0,1
574519,65619,Bayer-Schering,Germany,SOLUTION,INTRAVENOUS,NEURACEQ,2014-03-19,RX,0,0,1,1
65351,36477,Astex Therapeutics,UK,TABLET,ORAL,ZAGAM,1996-12-19,DISCN,1,0,0,1
65415,98914,Cubist,USA,TABLET,ORAL,ALKERAN,1982-01-01,RX,1,0,0,1
67010,92137,Scotia Pharmaceuticals,UK,TABLET,ORAL,BEXTRA,2001-11-16,DISCN,1,0,0,1
674273,-1,Lundbeck,Denmark,CAPSULE,ORAL,ESCITALOPRAM OXALATE,2007-07-31,DISCN,1,0,0,1
674277,100208,Roche,Switzerland,CAPSULE,ORAL,NICARDIPINE HYDROCHLORIDE,1996-12-10,RX,1,0,0,1
674282,-1,Zambon Group,Italy,FOR SUSPENSION,ORAL,MONUROL,1996-12-19,RX,1,0,0,1
674292,-1,Eli Lilly,USA,"TABLET, EXTENDED RELEASE",ORAL,DECABID,1989-12-29,DISCN,1,0,0,1
674335,-1,Merck,USA,SUSPENSION,TOPICAL,TACLONEX,2015-10-29,RX,0,1,0,1
674347,-1,SanofiAventis,France,INJECTABLE,INJECTION,BUPIVACAINE HYDROCHLORIDE,2016-05-13,RX,0,0,1,1
674405,-1,Roche,Switzerland,FOR SOLUTION,ORAL,VALCYTE,2009-08-28,RX,1,0,0,1
674423,77450,Merck,USA,TABLET,ORAL,DORAL,1985-12-27,RX,1,0,0,1
674436,-1,Bayer-Schering,Germany,TABLET,ORAL,NEXAVAR,2005-12-20,RX,1,0,0,1
674478,100208,GlaxoSmithKline,UK,INJECTABLE,INJECTION,ATRACURIUM BESYLATE,2015-04-08,RX,0,0,1,1
674514,-1,Bayer-Schering,Germany,TABLET,ORAL,BAYCOL,1997-06-26,DISCN,1,0,0,1
674536,59327,Pfizer,USA,TABLET,ORAL,ANADROL-50,1982-01-01,RX,1,0,0,1
674537,-1,Alfa Wassermann,Italy,INJECTABLE,INJECTION,PRILOCAINE HYDROCHLORIDE,2010-09-29,RX,0,0,1,1
674552,100208,GlaxoSmithKline,UK,TABLET,ORAL,AMERGE,1998-02-10,RX,1,0,0,1
674565,100207,Mallinckrodt,USA,INJECTABLE,INJECTION,OPTIRAY 160,1988-12-30,DISCN,0,0,1,1
674569,100208,SanofiAventis,France,"TABLET, ORALLY DISINTEGRATING",ORAL,ALLEGRA,2007-07-26,RX,1,0,0,1
674587,100208,Merck,USA,TABLET,ORAL,CYCLOBENZAPRINE HYDROCHLORIDE,2006-02-03,RX,1,0,0,1
674633,-1,Pfizer,USA,SOLUTION,ORAL,XYREM,2002-07-17,RX,1,0,0,1
674650,-1,Gilead Sciences,USA,CAPSULE,ORAL,DOXYCYCLINE,2010-07-01,RX,1,0,0,1
674683,100207,Pfizer,USA,CREAM,TOPICAL,AMCINONIDE,2003-05-15,RX,0,1,0,1
674711,-1,Biorex Laboratories,UK,TABLET,ORAL,BALSALAZIDE DISODIUM,2015-09-08,RX,1,0,0,1
